onset,terminus,tail,head,onset.censored,terminus.censored,duration,edge.id
3840,7679,74,74,FALSE,FALSE,3839,1
7680,11519,74,74,FALSE,FALSE,3839,1
11520,15359,74,74,FALSE,FALSE,3839,1
