onset,terminus,tail,head,onset.censored,terminus.censored,duration,edge.id
3840,7679,71,71,FALSE,FALSE,3839,1
7680,11519,71,71,FALSE,FALSE,3839,1
11520,15359,71,71,FALSE,FALSE,3839,1
