onset,terminus,tail,head,onset.censored,terminus.censored,duration,edge.id
13007,13391,8,10,FALSE,FALSE,384,21
13391,13583,10,5,FALSE,FALSE,192,3
13583,13679,5,4,FALSE,FALSE,96,16
13679,13775,4,2,FALSE,FALSE,96,6
13775,13871,2,1,FALSE,FALSE,96,27
13871,13967,1,2,FALSE,FALSE,96,33
13967,14159,2,10,FALSE,FALSE,192,25
14159,14255,10,9,FALSE,FALSE,96,22
14255,14639,9,10,FALSE,FALSE,384,42
14639,15791,10,10,FALSE,FALSE,1152,43
15791,15983,10,11,FALSE,FALSE,192,17
15983,16175,11,12,FALSE,FALSE,192,23
16175,16367,12,12,FALSE,FALSE,192,30
16367,16559,12,12,FALSE,FALSE,192,30
16559,16943,12,12,FALSE,FALSE,384,30
16943,17135,12,13,FALSE,FALSE,192,44
17135,17327,13,13,FALSE,FALSE,192,19
17327,17519,13,12,FALSE,FALSE,192,45
17519,17711,12,12,FALSE,FALSE,192,30
17711,17855,12,12,FALSE,FALSE,144,30
17855,17903,12,11,FALSE,FALSE,48,7
17903,17999,11,12,FALSE,FALSE,96,23
17999,18191,12,13,FALSE,FALSE,192,44
18191,18383,13,12,FALSE,FALSE,192,45
18383,18479,12,11,FALSE,FALSE,96,7
18479,18575,11,12,FALSE,FALSE,96,23
18575,18767,12,13,FALSE,FALSE,192,44
18767,18815,13,12,FALSE,FALSE,48,45
18815,18863,12,11,FALSE,FALSE,48,7
18863,19007,11,10,FALSE,FALSE,144,11
19007,19055,10,9,FALSE,FALSE,48,22
19055,19439,9,11,FALSE,FALSE,384,28
19439,19631,11,12,FALSE,FALSE,192,23
19631,19919,12,13,FALSE,FALSE,288,44
19919,19967,13,12,FALSE,FALSE,48,45
19967,20015,12,11,FALSE,FALSE,48,7
20015,20207,11,10,FALSE,FALSE,192,11
20207,20399,10,13,FALSE,FALSE,192,26
20399,20591,13,13,FALSE,FALSE,192,19
20591,20783,13,12,FALSE,FALSE,192,45
20783,20927,12,10,FALSE,FALSE,144,1
20927,20975,10,11,FALSE,FALSE,48,17
20975,21167,11,12,FALSE,FALSE,192,23
21167,21311,12,13,FALSE,FALSE,144,44
21311,21359,13,11,FALSE,FALSE,48,18
21359,21455,11,12,FALSE,FALSE,96,23
21455,21839,12,10,FALSE,FALSE,384,1
21839,21935,10,9,FALSE,FALSE,96,22
21935,22031,9,10,FALSE,FALSE,96,42
22031,22223,10,11,FALSE,FALSE,192,17
22223,22319,11,10,FALSE,FALSE,96,11
22319,22511,10,11,FALSE,FALSE,192,17
22511,22703,11,7,FALSE,FALSE,192,31
22703,23087,7,8,FALSE,FALSE,384,29
23087,23279,8,10,FALSE,FALSE,192,21
23279,23375,10,7,FALSE,FALSE,96,14
23375,23519,7,11,FALSE,FALSE,144,32
23519,23543,11,10,FALSE,FALSE,24,11
23543,23567,10,9,FALSE,FALSE,24,22
23567,23663,9,7,FALSE,FALSE,96,15
23663,23807,7,10,FALSE,FALSE,144,46
23807,23831,10,9,FALSE,FALSE,24,22
23831,23855,9,7,FALSE,FALSE,24,15
23855,23951,7,6,FALSE,FALSE,96,24
23951,24143,6,5,FALSE,FALSE,192,20
24143,24335,5,10,FALSE,FALSE,192,13
24335,24431,10,9,FALSE,FALSE,96,22
24431,24815,9,10,FALSE,FALSE,384,42
24815,25631,10,10,FALSE,FALSE,816,43
25631,25823,10,11,FALSE,FALSE,192,17
25823,26015,11,9,FALSE,FALSE,192,35
26015,26111,9,7,FALSE,FALSE,96,15
26111,26303,7,3,FALSE,FALSE,192,10
26303,26495,3,11,FALSE,FALSE,192,9
26495,26591,11,9,FALSE,FALSE,96,35
26591,26783,9,10,FALSE,FALSE,192,42
26783,26975,10,11,FALSE,FALSE,192,17
26975,27167,11,12,FALSE,FALSE,192,23
27167,27359,12,10,FALSE,FALSE,192,1
27359,27551,10,9,FALSE,FALSE,192,22
27551,27743,9,10,FALSE,FALSE,192,42
27743,28319,10,11,FALSE,FALSE,576,17
28319,28607,11,11,FALSE,FALSE,288,8
28607,28655,11,10,FALSE,FALSE,48,11
28655,28703,10,9,FALSE,FALSE,48,22
28703,29087,9,10,FALSE,FALSE,384,42
29087,29279,10,11,FALSE,FALSE,192,17
29279,29567,11,10,FALSE,FALSE,288,11
29567,29759,10,13,FALSE,FALSE,192,26
29759,29903,13,12,FALSE,FALSE,144,45
29903,29951,12,11,FALSE,FALSE,48,7
29951,30143,11,11,FALSE,FALSE,192,8
30143,30239,11,10,FALSE,FALSE,96,11
30239,30335,10,11,FALSE,FALSE,96,17
30335,30431,11,8,FALSE,FALSE,96,2
30431,30527,8,10,FALSE,FALSE,96,21
30527,30623,10,7,FALSE,FALSE,96,14
30623,30815,7,6,FALSE,FALSE,192,24
30815,31007,6,10,FALSE,FALSE,192,41
31007,31103,10,8,FALSE,FALSE,96,34
31103,31199,8,6,FALSE,FALSE,96,37
31199,31295,6,7,FALSE,FALSE,96,12
31295,31487,7,11,FALSE,FALSE,192,32
31487,31583,11,8,FALSE,FALSE,96,2
31583,31679,8,10,FALSE,FALSE,96,21
31679,31871,10,11,FALSE,FALSE,192,17
31871,31967,11,13,FALSE,FALSE,96,5
31967,32159,13,12,FALSE,FALSE,192,45
32159,32351,12,11,FALSE,FALSE,192,7
32351,32543,11,10,FALSE,FALSE,192,11
32543,32735,10,9,FALSE,FALSE,192,22
32735,33023,9,10,FALSE,FALSE,288,42
33023,33167,10,11,FALSE,FALSE,144,17
33167,33215,11,10,FALSE,FALSE,48,11
33215,33311,10,7,FALSE,FALSE,96,14
33311,33407,7,5,FALSE,FALSE,96,39
33407,33503,5,10,FALSE,FALSE,96,13
33503,33599,10,11,FALSE,FALSE,96,17
33599,33791,11,13,FALSE,FALSE,192,5
33791,33887,13,12,FALSE,FALSE,96,45
33887,34079,12,13,FALSE,FALSE,192,44
34079,34271,13,12,FALSE,FALSE,192,45
34271,34463,12,11,FALSE,FALSE,192,7
34463,34751,11,10,FALSE,FALSE,288,11
34751,34847,10,11,FALSE,FALSE,96,17
34847,35039,11,9,FALSE,FALSE,192,35
35039,35231,9,10,FALSE,FALSE,192,42
35231,35327,10,11,FALSE,FALSE,96,17
35327,35471,11,13,FALSE,FALSE,144,5
35471,35519,13,12,FALSE,FALSE,48,45
35519,35615,12,10,FALSE,FALSE,96,1
35615,35807,10,11,FALSE,FALSE,192,17
35807,35903,11,12,FALSE,FALSE,96,23
35903,36191,12,10,FALSE,FALSE,288,1
36191,36287,10,12,FALSE,FALSE,96,38
36287,36383,12,13,FALSE,FALSE,96,44
36383,36575,13,14,FALSE,FALSE,192,36
36575,36671,14,13,FALSE,FALSE,96,40
36671,36815,13,12,FALSE,FALSE,144,45
36815,36863,12,10,FALSE,FALSE,48,1
36863,36959,10,11,FALSE,FALSE,96,17
36959,37151,11,12,FALSE,FALSE,192,23
37151,37343,12,11,FALSE,FALSE,192,7
37343,37535,11,10,FALSE,FALSE,192,11
37535,37727,10,9,FALSE,FALSE,192,22
37727,37823,9,10,FALSE,FALSE,96,42
37823,37871,10,5,FALSE,FALSE,48,3
37871,37919,5,6,FALSE,FALSE,48,4
37919,37967,6,7,FALSE,FALSE,48,12
37967,38015,7,8,FALSE,FALSE,48,29
38015,38399,8,10,FALSE,FALSE,384,21
38399,38591,10,5,FALSE,FALSE,192,3
38591,38687,5,4,FALSE,FALSE,96,16
38687,38783,4,2,FALSE,FALSE,96,6
38783,38879,2,1,FALSE,FALSE,96,27
38879,38975,1,2,FALSE,FALSE,96,33
38975,39167,2,10,FALSE,FALSE,192,25
39167,39263,10,9,FALSE,FALSE,96,22
39263,39647,9,10,FALSE,FALSE,384,42
