onset,terminus,vertex.id,onset.censored,terminus.censored,duration
30528,30623,4,FALSE,FALSE,95
30624,30815,5,FALSE,FALSE,191
30816,30911,4,FALSE,FALSE,95
30912,31055,4,FALSE,FALSE,143
31056,31103,2,FALSE,FALSE,47
31104,31199,3,FALSE,FALSE,95
31296,31487,4,FALSE,FALSE,191
31488,31583,4,FALSE,FALSE,95
31584,31679,5,FALSE,FALSE,95
31680,32063,6,FALSE,FALSE,383
32064,32159,5,FALSE,FALSE,95
32160,32255,4,FALSE,FALSE,95
32256,32399,5,FALSE,FALSE,143
32400,32447,4,FALSE,FALSE,47
32448,32639,4,FALSE,FALSE,191
32640,32735,3,FALSE,FALSE,95
32736,32927,4,FALSE,FALSE,191
33120,33311,6,FALSE,FALSE,191
33312,33599,6,FALSE,FALSE,287
33600,33647,5,FALSE,FALSE,47
33648,33695,4,FALSE,FALSE,47
33696,33887,5,FALSE,FALSE,191
33888,34079,4,FALSE,FALSE,191
34176,34367,6,FALSE,FALSE,191
34368,34559,5,FALSE,FALSE,191
34560,34751,6,FALSE,FALSE,191
34752,34895,4,FALSE,FALSE,143
34896,34943,2,FALSE,FALSE,47
34944,35039,3,FALSE,FALSE,95
35040,35231,4,FALSE,FALSE,191
35424,35615,6,FALSE,FALSE,191
35616,35807,5,FALSE,FALSE,191
35808,35999,6,FALSE,FALSE,191
36000,36191,6,FALSE,FALSE,191
36192,36383,9,FALSE,FALSE,191
36384,36479,8,FALSE,FALSE,95
36480,36575,5,FALSE,FALSE,95
36576,36767,6,FALSE,FALSE,191
36768,36959,5,FALSE,FALSE,191
37056,37151,6,FALSE,FALSE,95
37152,37295,7,FALSE,FALSE,143
37296,37343,6,FALSE,FALSE,47
37344,37391,5,FALSE,FALSE,47
37392,37439,4,FALSE,FALSE,47
37440,37631,4,FALSE,FALSE,191
37632,37727,3,FALSE,FALSE,95
37824,38015,4,FALSE,FALSE,191
38016,38207,5,FALSE,FALSE,191
38208,38399,6,FALSE,FALSE,191
38400,38495,5,FALSE,FALSE,95
38496,38591,4,FALSE,FALSE,95
38592,38735,5,FALSE,FALSE,143
38736,38783,4,FALSE,FALSE,47
38784,38879,2,FALSE,FALSE,95
38880,38975,1,FALSE,FALSE,95
38976,39167,4,FALSE,FALSE,191
39168,39263,3,FALSE,FALSE,95
39264,39647,4,FALSE,FALSE,383
