onset,terminus,vertex.id,onset.censored,terminus.censored,duration
0,3839,74,FALSE,FALSE,3839
3840,7679,74,FALSE,FALSE,3839
7680,11519,74,FALSE,FALSE,3839
11520,15359,74,FALSE,FALSE,3839
