onset,terminus,vertex.id,onset.censored,terminus.censored,duration
0,3839,71,FALSE,FALSE,3839
3840,7679,71,FALSE,FALSE,3839
7680,11519,71,FALSE,FALSE,3839
11520,15359,71,FALSE,FALSE,3839
